,user_id,shop_id,pay_time
91,17739226,1302,2016-04-13 20:00:00
92,17739226,1302,2016-01-18 21:00:00
93,17739226,1302,2016-04-13 20:00:00
94,17739226,1302,2016-07-23 21:00:00
95,17739226,1302,2016-05-30 21:00:00
96,17739226,1302,2016-02-28 17:00:00
97,17739226,1302,2016-07-05 22:00:00
98,17739226,1302,2016-07-04 13:00:00
99,17739226,1302,2016-06-07 08:00:00
100,17739226,1302,2016-04-12 08:00:00
101,17739226,1302,2016-04-20 19:00:00
102,17739226,1302,2016-03-29 15:00:00
103,17739226,1302,2016-06-01 19:00:00
104,17739226,1302,2016-02-03 18:00:00
105,17739226,1302,2016-07-05 10:00:00
106,17739226,1302,2016-03-28 21:00:00
107,17739226,1302,2016-03-28 11:00:00
108,17739226,1302,2016-08-15 08:00:00
109,17739226,1302,2016-06-25 13:00:00
110,17739226,1302,2016-05-01 08:00:00
111,17739226,1302,2016-08-26 13:00:00
112,17739226,1302,2016-06-25 21:00:00
113,17739226,1302,2016-04-13 11:00:00
114,17739226,1302,2016-04-13 16:00:00
115,17739226,1302,2016-05-21 16:00:00
116,17739226,1302,2016-05-21 11:00:00
117,17739226,1302,2016-05-14 09:00:00
118,17739226,1302,2016-04-19 10:00:00
119,17739226,1302,2016-05-01 08:00:00
120,17739226,1302,2016-07-09 16:00:00
121,17739226,1302,2016-06-01 12:00:00
122,17739226,1302,2016-07-09 15:00:00
123,17739226,1302,2016-04-30 17:00:00
124,17739226,1302,2016-09-02 08:00:00
125,17739226,1302,2016-06-06 20:00:00
126,17739226,1302,2016-06-28 21:00:00
127,17739226,1302,2016-06-06 08:00:00
128,17739226,1302,2016-07-17 13:00:00
129,17739226,1302,2016-03-26 15:00:00
130,17739226,1302,2016-06-19 13:00:00
131,17739226,1302,2016-04-27 13:00:00
132,17739226,1302,2016-05-01 13:00:00
133,17739226,1302,2016-07-03 12:00:00
134,17739226,1302,2016-04-24 12:00:00
135,17739226,1302,2016-04-24 12:00:00
136,17739226,1302,2016-05-06 19:00:00
137,17739226,1302,2016-07-17 16:00:00
138,17739226,1302,2016-09-22 22:00:00
139,17739226,1302,2016-08-22 08:00:00
140,17739226,1302,2016-06-01 12:00:00
141,17739226,1302,2016-06-30 18:00:00
142,17739226,1302,2016-07-23 21:00:00
143,17739226,1302,2015-12-01 08:00:00
144,17739226,1302,2016-01-26 13:00:00
145,17739226,1302,2016-07-09 12:00:00
146,17739226,1302,2015-12-11 10:00:00
147,17739226,1302,2016-07-17 13:00:00
148,17739226,1302,2015-12-03 13:00:00
149,17739226,1302,2016-07-23 13:00:00
150,17739226,1302,2016-01-26 15:00:00
151,17739226,1302,2016-05-02 09:00:00
152,17739226,1302,2015-12-29 09:00:00
153,17739226,1302,2016-07-05 19:00:00
154,17739226,1302,2016-02-05 09:00:00
155,17739226,1302,2016-08-23 17:00:00
156,17739226,1302,2016-07-14 21:00:00
157,17739226,1302,2016-06-06 13:00:00
158,17739226,1302,2015-12-29 08:00:00
159,17739226,1302,2016-02-16 17:00:00
160,17739226,1302,2016-09-03 15:00:00
161,17739226,1302,2016-04-17 16:00:00
162,17739226,1302,2016-07-14 21:00:00
163,17739226,1302,2016-07-27 17:00:00
164,17739226,1302,2016-03-26 22:00:00
165,17739226,1302,2016-07-09 11:00:00
166,17739226,1302,2016-06-13 21:00:00
167,17739226,1302,2016-01-16 13:00:00
168,17739226,1302,2016-04-29 15:00:00
169,17739226,1302,2016-05-22 20:00:00
170,17739226,1302,2016-03-10 21:00:00
171,17739226,1302,2015-12-29 11:00:00
172,17739226,1302,2016-09-05 17:00:00
173,17739226,1302,2016-04-29 15:00:00
174,17739226,1302,2016-07-28 13:00:00
175,17739226,1302,2016-07-08 21:00:00
176,17739226,1302,2016-05-14 15:00:00
177,17739226,1302,2016-01-08 16:00:00
178,17739226,1302,2016-02-05 09:00:00
179,17739226,1302,2015-11-29 08:00:00
180,17739226,1302,2015-12-05 08:00:00
181,17739226,1302,2016-05-03 16:00:00
182,17739226,1302,2016-05-03 16:00:00
183,17739226,1302,2016-01-10 17:00:00
184,17739226,1302,2016-06-26 22:00:00
185,17739226,1302,2015-12-19 20:00:00
186,17739226,1302,2016-03-17 16:00:00
187,17739226,1302,2016-03-21 14:00:00
188,17739226,1302,2016-04-05 12:00:00
189,17739226,1302,2016-05-28 21:00:00
190,17739226,1302,2016-04-16 12:00:00
191,17739226,1302,2016-05-30 21:00:00
192,17739226,1302,2016-05-28 20:00:00
193,17739226,1302,2016-09-03 11:00:00
194,17739226,1302,2016-04-28 08:00:00
195,17739226,1302,2016-05-20 11:00:00
196,17739226,1302,2016-05-28 13:00:00
197,17739226,1302,2015-12-27 21:00:00
198,17739226,1302,2016-07-20 08:00:00
199,17739226,1302,2016-03-20 11:00:00
200,17739226,1302,2016-05-28 21:00:00
201,17739226,1302,2016-07-02 12:00:00
202,17739226,1302,2016-08-09 14:00:00
203,17739226,1302,2016-08-13 22:00:00
204,17739226,1302,2016-03-20 21:00:00
205,17739226,1302,2016-07-20 11:00:00
206,17739226,1302,2016-04-11 21:00:00
207,17739226,1302,2016-07-06 10:00:00
208,17739226,1302,2016-03-20 13:00:00
209,17739226,1302,2016-07-16 13:00:00
210,17739226,1302,2016-06-13 10:00:00
211,17739226,1302,2016-01-25 18:00:00
212,17739226,1302,2016-05-11 14:00:00
213,17739226,1302,2016-07-06 20:00:00
214,17739226,1302,2016-04-25 09:00:00
215,17739226,1302,2016-06-07 14:00:00
216,17739226,1302,2016-03-17 11:00:00
217,17739226,1302,2016-08-27 15:00:00
218,17739226,1302,2016-05-05 19:00:00
219,17739226,1302,2016-10-03 21:00:00
220,17739226,1302,2016-01-17 14:00:00
221,17739226,1302,2016-07-03 13:00:00
222,17739226,1302,2016-01-17 17:00:00
223,17739226,1302,2016-05-25 12:00:00
224,17739226,1302,2015-11-29 15:00:00
225,17739226,1302,2016-08-10 08:00:00
226,17739226,1302,2016-05-01 11:00:00
227,17739226,1302,2016-07-01 16:00:00
228,17739226,1302,2016-07-01 10:00:00
229,17739226,1302,2016-08-14 18:00:00
230,17739226,1302,2016-06-08 17:00:00
231,17739226,1302,2016-03-03 18:00:00
232,17739226,1302,2016-04-26 21:00:00
233,17739226,1302,2016-05-05 14:00:00
234,17739226,1302,2016-08-03 16:00:00
235,17739226,1302,2016-06-21 08:00:00
236,17739226,1302,2016-07-03 19:00:00
237,17739226,1302,2016-08-17 17:00:00
238,17739226,1302,2016-08-30 10:00:00
239,17739226,1302,2016-03-13 20:00:00
240,17739226,1302,2016-04-29 16:00:00
241,17739226,1302,2016-03-20 21:00:00
242,17739226,1302,2015-12-07 19:00:00
243,17739226,1302,2015-12-02 20:00:00
244,17739226,1302,2016-07-11 14:00:00
245,17739226,1302,2016-07-18 08:00:00
246,17739226,1302,2016-07-04 14:00:00
247,17739226,1302,2016-06-16 21:00:00
248,17739226,1302,2015-11-30 09:00:00
249,17739226,1302,2016-07-11 14:00:00
250,17739226,1302,2016-04-29 16:00:00
251,17739226,1302,2016-04-09 18:00:00
252,17739226,1302,2016-03-02 21:00:00
253,17739226,1302,2016-06-13 08:00:00
254,17739226,1302,2016-07-04 09:00:00
255,17739226,1302,2016-04-08 08:00:00
256,17739226,1302,2016-05-20 17:00:00
257,17739226,1302,2016-07-25 10:00:00
258,17739226,1302,2016-04-01 11:00:00
259,17739226,1302,2016-04-01 14:00:00
260,17739226,1302,2015-12-10 11:00:00
261,17739226,1302,2015-11-29 08:00:00
262,17739226,1302,2016-04-27 17:00:00
263,17739226,1302,2016-05-06 11:00:00
264,17739226,1302,2016-05-02 08:00:00
265,17739226,1302,2016-02-04 17:00:00
266,17739226,1302,2015-12-18 12:00:00
267,17739226,1302,2016-07-16 15:00:00
268,17739226,1302,2016-06-14 20:00:00
269,17739226,1302,2016-02-18 12:00:00
270,17739226,1302,2016-07-10 17:00:00
271,17739226,1302,2016-02-18 13:00:00
272,17739226,1302,2016-03-24 11:00:00
273,17739226,1302,2015-12-21 15:00:00
274,17739226,1302,2016-02-26 09:00:00
275,17739226,1302,2016-06-21 19:00:00
276,17739226,1302,2016-06-15 22:00:00
277,17739226,1302,2016-03-24 15:00:00
278,17739226,1302,2016-05-02 10:00:00
279,17739226,1302,2016-03-04 11:00:00
280,17739226,1302,2016-06-27 08:00:00
281,17739226,1302,2016-06-15 09:00:00
282,17739226,1302,2016-05-28 17:00:00
283,17739226,1302,2016-04-23 08:00:00
284,17739226,1302,2016-05-22 15:00:00
285,17739226,1302,2016-07-24 15:00:00
286,17739226,1302,2016-04-26 14:00:00
287,17739226,1302,2016-06-05 17:00:00
288,17739226,1302,2016-04-26 14:00:00
289,17739226,1302,2016-09-03 08:00:00
290,17739226,1302,2016-04-26 12:00:00
291,17739226,1302,2016-05-22 15:00:00
292,17739226,1302,2016-07-16 18:00:00
293,17739226,1302,2016-04-25 16:00:00
294,19677677,1534,2016-02-17 00:00:00
295,19677677,1534,2016-06-15 01:00:00
296,19677677,1534,2016-06-15 06:00:00
297,19677677,1534,2016-06-30 01:00:00
298,19677677,1534,2016-06-30 01:00:00
299,19677677,1534,2016-06-30 09:00:00
300,19677677,1534,2016-06-27 02:00:00
301,19677677,1534,2016-06-27 04:00:00
302,19677677,1534,2016-06-27 00:00:00
303,19677677,1534,2016-03-08 03:00:00
304,19677677,1534,2016-03-08 23:00:00
305,19677677,1534,2016-02-19 02:00:00
306,19677677,1534,2016-02-19 04:00:00
307,19677677,1534,2016-02-19 02:00:00
308,19677677,1534,2015-11-27 18:00:00
309,19677677,1534,2015-11-27 16:00:00
310,19677677,1534,2016-07-03 05:00:00
311,19677677,1534,2016-02-10 03:00:00
312,19677677,1534,2016-02-10 02:00:00
313,19677677,1534,2015-12-07 22:00:00
314,19677677,1534,2015-12-07 18:00:00
315,19677677,1534,2016-05-06 00:00:00
316,19677677,1534,2016-02-10 07:00:00
317,19677677,1534,2016-07-05 06:00:00
318,19677677,1534,2016-05-11 00:00:00
319,19677677,1534,2016-06-07 00:00:00
320,19677677,1534,2016-05-18 04:00:00
321,19677677,1534,2016-06-19 00:00:00
322,19677677,1534,2016-06-19 04:00:00
323,19677677,1534,2016-05-20 09:00:00
324,19677677,1534,2016-05-20 02:00:00
325,19677677,1534,2016-06-21 05:00:00
326,19677677,1534,2016-06-21 01:00:00
327,19677677,1534,2016-06-20 06:00:00
328,19677677,1534,2016-02-21 18:00:00
329,19677677,1534,2016-04-22 23:00:00
330,19677677,1534,2016-05-10 00:00:00
331,19677677,1534,2016-04-22 19:00:00
332,19677677,1534,2015-12-13 15:00:00
333,19677677,1534,2016-04-02 23:00:00
334,19677677,1534,2016-04-27 00:00:00
335,19677677,1534,2016-02-12 01:00:00
336,19677677,1534,2016-02-21 20:00:00
337,19677677,1534,2015-12-07 23:00:00
338,19677677,1534,2016-06-25 01:00:00
339,19677677,1534,2016-02-12 02:00:00
340,19677677,1534,2016-03-06 23:00:00
341,19677677,1534,2016-01-08 11:00:00
342,19677677,1534,2016-01-08 21:00:00
343,19677677,1534,2016-05-19 01:00:00
344,19677677,1534,2016-05-19 01:00:00
345,19677677,1534,2016-03-25 18:00:00
346,19677677,1534,2016-07-08 06:00:00
347,19677677,1534,2016-05-07 01:00:00
348,19677677,1534,2016-07-07 00:00:00
349,19677677,1534,2015-11-21 01:00:00
350,19677677,1534,2016-05-29 01:00:00
351,19677677,1534,2016-05-29 02:00:00
352,19677677,1534,2016-05-08 06:00:00
353,19677677,1534,2015-12-20 15:00:00
354,19677677,1534,2016-05-26 00:00:00
355,19677677,1534,2016-05-26 01:00:00
356,19677677,1534,2016-07-02 04:00:00
357,19677677,1534,2016-07-06 02:00:00
358,19677677,1534,2016-02-10 07:00:00
359,19677677,1534,2016-07-02 11:00:00
360,19677677,1534,2016-07-13 19:00:00
361,19677677,1534,2015-11-20 01:00:00
362,19677677,1534,2016-02-13 01:00:00
363,19677677,1534,2016-05-21 04:00:00
364,19677677,1534,2016-06-06 12:00:00
365,19677677,1534,2016-07-01 01:00:00
366,19677677,1534,2016-05-25 01:00:00
367,19677677,1534,2016-06-17 02:00:00
368,19677677,1534,2015-11-23 20:00:00
369,19677677,1534,2015-11-23 17:00:00
370,19677677,1534,2016-03-20 07:00:00
371,19677677,1534,2015-11-20 01:00:00
372,19677677,1534,2015-11-20 06:00:00
373,19677677,1534,2016-06-19 01:00:00
374,19677677,1534,2016-05-07 01:00:00
375,19677677,1534,2016-02-07 00:00:00
376,19677677,1534,2016-04-11 21:00:00
377,19677677,1534,2016-04-11 23:00:00
378,19677677,1534,2016-04-11 00:00:00
379,19677677,1534,2016-06-23 01:00:00
380,19677677,1534,2016-01-23 08:00:00
381,19677677,1534,2016-06-02 05:00:00
382,19677677,1534,2016-05-28 00:00:00
383,19677677,1534,2015-12-08 18:00:00
384,19677677,1534,2016-04-08 00:00:00
385,19677677,1534,2016-04-08 19:00:00
386,19677677,1534,2016-06-11 00:00:00
387,19677677,1534,2016-06-11 03:00:00
388,19677677,1534,2016-06-11 02:00:00
389,19677677,1534,2016-02-10 02:00:00
390,19677677,1534,2015-11-29 23:00:00
391,19677677,1534,2015-11-29 23:00:00
392,19677677,1534,2016-05-09 06:00:00
393,19677677,1534,2016-05-09 04:00:00
394,19677677,1534,2016-06-01 03:00:00
395,19677677,1534,2016-06-01 01:00:00
396,19677677,1534,2016-04-13 00:00:00
397,19677677,1534,2016-04-13 23:00:00
398,19677677,1534,2016-07-09 05:00:00
399,19677677,1534,2016-06-04 05:00:00
400,19677677,1534,2016-05-04 08:00:00
401,19677677,1534,2015-12-15 22:00:00
402,19677677,1534,2016-05-16 03:00:00
403,19677677,1534,2016-06-15 02:00:00
404,19677677,1534,2016-06-27 04:00:00
405,19677677,1534,2016-06-27 04:00:00
406,19677677,1534,2016-06-27 06:00:00
407,19677677,1534,2016-03-10 05:00:00
408,19677677,1534,2016-01-16 12:00:00
409,19677677,1534,2016-04-11 00:00:00
410,19677677,1534,2016-05-14 00:00:00
411,19677677,1534,2016-05-30 03:00:00
412,19677677,1534,2016-05-30 04:00:00
413,19677677,1534,2015-12-02 22:00:00
414,19677677,1534,2015-12-02 16:00:00
415,19677677,1534,2016-07-01 00:00:00
416,19677677,1534,2016-06-28 02:00:00
417,19677677,1534,2016-05-20 04:00:00
418,19677677,1534,2016-06-30 04:00:00
419,19677677,1534,2016-05-14 05:00:00
420,19677677,1534,2016-06-22 04:00:00
421,19677677,1534,2016-06-22 05:00:00
422,19677677,1534,2016-05-26 03:00:00
423,19677677,1534,2016-05-26 02:00:00
424,19677677,1534,2016-05-23 03:00:00
425,19677677,1534,2016-04-08 22:00:00
426,19677677,1534,2016-02-18 22:00:00
427,19677677,1534,2016-05-09 01:00:00
428,19677677,1534,2016-07-04 00:00:00
429,19677677,1534,2016-07-04 05:00:00
430,19677677,1534,2016-04-12 12:00:00
431,19677677,1534,2015-11-26 22:00:00
432,19677677,1534,2016-02-23 21:00:00
433,19677677,1534,2016-02-23 21:00:00
434,19677677,1534,2016-02-23 06:00:00
435,19677677,1534,2016-05-04 23:00:00
436,19677677,1534,2016-01-14 23:00:00
437,19677677,1534,2016-04-21 00:00:00
438,19677677,1534,2016-04-21 20:00:00
439,19677677,1534,2016-02-10 03:00:00
440,19677677,1534,2015-11-30 16:00:00
441,19677677,1534,2015-11-30 16:00:00
442,19677677,1534,2016-06-01 03:00:00
443,19677677,1534,2016-02-10 07:00:00
444,19677677,1534,2016-06-01 13:00:00
445,19677677,1534,2016-06-11 03:00:00
446,19677677,1534,2016-04-06 16:00:00
447,19677677,1534,2016-05-05 03:00:00
448,19677677,1534,2015-12-16 03:00:00
449,19677677,1534,2016-05-07 00:00:00
450,19677677,1534,2016-06-13 03:00:00
451,19677677,1534,2016-04-13 08:00:00
452,19677677,1534,2016-04-13 00:00:00
453,19677677,1534,2016-01-18 09:00:00
454,19677677,1534,2016-05-07 03:00:00
455,19677677,1534,2015-11-26 18:00:00
456,19677677,1534,2016-03-07 00:00:00
457,19677677,1534,2016-03-07 01:00:00
458,19677677,1534,2016-03-30 20:00:00
459,19677677,1534,2016-05-25 07:00:00
460,19677677,1534,2016-07-03 04:00:00
461,19677677,1534,2016-07-03 03:00:00
462,19677677,1534,2016-05-17 00:00:00
463,19677677,1534,2016-05-17 01:00:00
464,19677677,1534,2016-05-17 03:00:00
465,19677677,1534,2015-12-09 14:00:00
466,19677677,1534,2016-06-23 06:00:00
467,19677677,1534,2016-01-04 17:00:00
468,19677677,1534,2016-05-03 02:00:00
469,19677677,1534,2016-04-24 18:00:00
470,19677677,1534,2015-11-18 02:00:00
471,19677677,1534,2015-11-18 04:00:00
472,19677677,1534,2016-06-03 03:00:00
473,19677677,1534,2016-05-25 05:00:00
474,19677677,1534,2016-05-25 07:00:00
475,19677677,1534,2016-06-13 04:00:00
476,19677677,1534,2016-07-06 06:00:00
477,19677677,1534,2016-05-13 06:00:00
478,19677677,1534,2016-07-03 01:00:00
479,19677677,1534,2016-06-29 03:00:00
480,19677677,1534,2016-01-11 10:00:00
481,19677677,1534,2016-07-05 04:00:00
482,19677677,1534,2016-07-05 00:00:00
483,19677677,1534,2016-07-05 03:00:00
484,19677677,1534,2016-05-21 00:00:00
485,19677677,1534,2015-12-17 21:00:00
486,19677677,1534,2016-06-23 03:00:00
487,19677677,1534,2015-12-01 23:00:00
488,19677677,1534,2015-12-01 23:00:00
489,19677677,1534,2015-12-01 18:00:00
490,19677677,1534,2016-06-28 00:00:00
491,19677677,1534,2016-05-24 00:00:00
492,19677677,1534,2016-06-28 06:00:00
493,19677677,1534,2016-03-17 00:00:00
494,19677677,1534,2016-02-09 11:00:00
495,19677677,1534,2016-02-09 11:00:00
496,19677677,1534,2016-02-09 08:00:00
497,19677677,1534,2016-02-09 01:00:00
498,19677677,1534,2016-02-11 07:00:00
499,19677677,1534,2016-02-11 03:00:00
500,19677677,1534,2016-02-11 07:00:00
501,19677677,1534,2016-01-09 18:00:00
502,19677677,1534,2016-04-25 23:00:00
503,19677677,1534,2015-12-29 14:00:00
504,19677677,1534,2015-12-11 20:00:00
505,19677677,1534,2015-11-24 18:00:00
506,19677677,1534,2015-11-24 00:00:00
507,19677677,1534,2016-05-31 13:00:00
508,19677677,1534,2016-07-01 02:00:00
509,19677677,1534,2016-05-18 01:00:00
510,19677677,1534,2016-06-02 13:00:00
511,19677677,1534,2016-05-30 03:00:00
512,19677677,1534,2016-04-23 00:00:00
513,19677677,1534,2016-07-04 02:00:00
514,19677677,1534,2016-07-04 03:00:00
515,19677677,1534,2016-07-04 00:00:00
516,19677677,1534,2016-07-04 03:00:00
517,19677677,1534,2016-04-30 00:00:00
518,19677677,1534,2015-11-24 10:00:00
519,19677677,1534,2016-05-02 04:00:00
520,19677677,1534,2016-05-17 06:00:00
521,19677677,1534,2016-04-25 00:00:00
522,19677677,1534,2016-04-29 14:00:00
523,19677677,1534,2016-07-08 08:00:00
524,19677677,1534,2016-07-08 05:00:00
525,19677677,1534,2016-07-08 01:00:00
526,19677677,1534,2016-02-08 23:00:00
527,19677677,1534,2016-02-08 05:00:00
528,19677677,1534,2016-02-08 00:00:00
529,19677677,1534,2015-11-25 17:00:00
530,19677677,1534,2015-11-25 00:00:00
531,19677677,1534,2016-06-25 05:00:00
532,19677677,1534,2015-12-19 17:00:00
533,19677677,1534,2016-06-09 07:00:00
534,19677677,1534,2016-02-11 02:00:00
535,19677677,1534,2016-06-06 04:00:00
536,19677677,1534,2016-01-23 16:00:00
537,19677677,1534,2016-07-13 22:00:00
538,19677677,1534,2016-07-13 23:00:00
539,19677677,1534,2016-02-06 21:00:00
540,19677677,1534,2015-12-24 17:00:00
541,19677677,1534,2016-01-18 08:00:00
542,19677677,1534,2016-06-16 06:00:00
543,19677677,1534,2016-06-16 01:00:00
544,19677677,1534,2015-11-19 02:00:00
545,19677677,1534,2015-11-22 06:00:00
546,19677677,1534,2015-11-22 06:00:00
547,19677677,1534,2016-01-21 08:00:00
548,19677677,1534,2015-11-17 04:00:00
549,19677677,1534,2015-11-17 22:00:00
550,19677677,1534,2015-12-14 20:00:00
551,19677677,1534,2016-03-25 09:00:00
552,19677677,1534,2016-07-02 01:00:00
553,19677677,1534,2016-07-11 19:00:00
554,19677677,1534,2016-07-06 03:00:00
555,19677677,1534,2016-07-06 03:00:00
556,19677677,1534,2016-07-06 00:00:00
557,19677677,1534,2016-05-04 02:00:00
558,19677677,1534,2016-05-05 06:00:00
559,19677677,1534,2016-05-05 03:00:00
560,19677677,1534,2016-03-04 20:00:00
561,19677677,1534,2016-01-22 08:00:00
562,19677677,1534,2016-03-28 22:00:00
563,19677677,1534,2016-07-06 02:00:00
564,19677677,1534,2016-07-06 00:00:00
565,19677677,1534,2016-05-12 03:00:00
566,19677677,1534,2016-06-05 01:00:00
567,19677677,1534,2016-06-05 03:00:00
568,19677677,1534,2016-06-05 12:00:00
569,19677677,1534,2016-04-09 00:00:00
570,19677677,1534,2016-06-09 01:00:00
571,19677677,1534,2016-03-08 23:00:00
572,19677677,1534,2016-04-18 00:00:00
573,19677677,1534,2016-06-09 04:00:00
574,19677677,1534,2016-07-11 17:00:00
575,19677677,1534,2016-07-03 07:00:00
576,19677677,1534,2016-07-03 05:00:00
577,19677677,1534,2016-05-31 04:00:00
578,19677677,1534,2016-01-07 20:00:00
579,19677677,1534,2016-05-15 06:00:00
580,19677677,1534,2016-06-02 05:00:00
581,19677677,1534,2016-06-03 03:00:00
582,19677677,1534,2016-06-16 00:00:00
583,19677677,1534,2016-06-16 06:00:00
584,19677677,1534,2016-06-06 13:00:00
585,19677677,1534,2015-12-09 18:00:00
586,19677677,1534,2016-06-28 04:00:00
587,19677677,1534,2016-02-17 00:00:00
588,19677677,1534,2016-02-17 00:00:00
589,20476580,1424,2016-04-10 15:00:00
590,20476580,1424,2016-04-10 14:00:00
591,20476580,1424,2016-08-07 11:00:00
592,20476580,1424,2016-07-02 12:00:00
593,20476580,1424,2016-07-09 15:00:00
594,20476580,1424,2016-07-11 15:00:00
595,20476580,1424,2016-04-15 15:00:00
596,20476580,1424,2016-05-16 13:00:00
597,20476580,1424,2016-04-26 15:00:00
598,20476580,1424,2016-04-26 14:00:00
599,20476580,1424,2016-07-20 12:00:00
600,20476580,1424,2016-05-18 10:00:00
601,20476580,1424,2016-04-02 14:00:00
602,20476580,1424,2016-04-09 17:00:00
603,20476580,1424,2016-04-09 14:00:00
604,20476580,1424,2016-04-09 11:00:00
605,20476580,1424,2016-04-18 12:00:00
606,20476580,1424,2016-04-13 15:00:00
607,20476580,1424,2016-05-22 10:00:00
608,20476580,1424,2016-05-28 11:00:00
609,20476580,1424,2016-05-11 12:00:00
610,20476580,1424,2016-07-17 11:00:00
611,20476580,1424,2016-07-09 17:00:00
612,20476580,1424,2016-07-08 12:00:00
613,20476580,1424,2016-07-08 14:00:00
614,20476580,1424,2016-04-23 16:00:00
615,20476580,1424,2016-04-23 15:00:00
616,20476580,1424,2016-04-23 15:00:00
617,20476580,1424,2016-07-11 11:00:00
618,20476580,1424,2016-04-23 15:00:00
619,20476580,1424,2016-06-17 11:00:00
620,20476580,1424,2016-06-17 12:00:00
621,20476580,1424,2016-04-23 15:00:00
622,20476580,1424,2016-08-28 12:00:00
623,20476580,1424,2016-08-17 15:00:00
624,20476580,1424,2016-08-25 11:00:00
625,20476580,1424,2016-06-17 11:00:00
626,20476580,1424,2016-06-11 11:00:00
627,20476580,1424,2016-06-17 12:00:00
628,20476580,1424,2016-07-13 11:00:00
629,20476580,1424,2016-03-11 12:00:00
630,20476580,1424,2016-03-06 13:00:00
631,20476580,1424,2016-03-06 11:00:00
632,20476580,1424,2016-05-17 10:00:00
633,20476580,1424,2016-07-11 15:00:00
634,20476580,1424,2016-05-08 17:00:00
